species.name,dataset,dataset.name,Sub.Activity,UID,Consequence.Score
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,OpenNetPens,hu_aq_finfishaquaculture_opennetpens_d,Higher Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,BottomLongline,hu_co_demersalfishing_bottomlongline_d,Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Bottom patches,eco_coarse_bottompatches_polygonshard_d,bottompatches,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Arrowtooth flounder,eco_fish_arrowtooth_phmasynsab_m,arrowtooth,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Spiny Dogfish,eco_fish_dogfish_phmasyn_m,dogfish,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Eulachon,eco_fish_eulachon_summer_d,eulachon,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Pacific hake ,eco_fish_hake_biomass_d,hake,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Pacific Halibut ,eco_fish_halibut_phmasynsab_m,halibut,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Lingcod,eco_fish_lingcod_ccira_d,lingcod,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Lingcod,eco_fish_lingcod_phmasynsab_m,lingcod,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Pacific Cod ,eco_fish_pacificcod_phmasyn_m,pacificcod,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Pacific Ocean perch ,eco_fish_pacificoceanperch_syn_m,pacificoceanperch,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Walleye Pollock ,eco_fish_pollock_syn_m,pollock,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Bocaccio,eco_fish_rockfishbocaccio_ccira_d,rockfishbocaccio,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Bocaccio,eco_fish_rockfishbocaccio_phmasyn_m,rockfishbocaccio,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Canary Rockfish,eco_fish_rockfishcanary_ccira_d,rockfishcanary,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Canary Rockfish,eco_fish_rockfishcanary_phmasyn_m,rockfishcanary,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Darkblotched rockfish,eco_fish_rockfishdarkblotched_syn_m,rockfishdarkblotched,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Greenstriped rockfish,eco_fish_rockfishgreenstriped_phmasyn_m,rockfishgreenstriped,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Redstripe rockfish,eco_fish_rockfishredstripe_syn_m,rockfishredstripe,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_ccira_d,rockfishrosethorn,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_phmasyn_m,rockfishrosethorn,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Rougheye/Blackspotted Rockfish,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,rockfishrougheyeblackspotted,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Shortraker rockfish,eco_fish_rockfishshortraker_phmasyn_m,rockfishshortraker,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_ccira_d,rockfishsilvergray,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_phmasyn_m,rockfishsilvergray,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Vermillion rockfish,eco_fish_rockfishvermilion_phma_m,rockfishvermilion,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Widow rockfish,eco_fish_rockfishwidow_syn_m,rockfishwidow,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_phmasyn_m,rockfishyelloweye,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Yellowmouth rockfish ,eco_fish_rockfishyellowmouth_phmasyn_m,rockfishyellowmouth,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Yellowtail rockfish ,eco_fish_rockfishyellowtail_phmasyn_m,rockfishyellowtail,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Sablefish,eco_fish_sablefish_phmasynsab_m,sablefish,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Big Skate ,eco_fish_skatebig_phmasyn_m,skatebig,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Longnose skate,eco_fish_skatelongnose_phmasyn_m,skatelongnose,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Roughtail skate,eco_fish_skateroughtail_syn_m,skateroughtail,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Sandpaper skate,eco_fish_skatesandpaper_phmasyn_m,skatesandpaper,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Dover sole ,eco_fish_soledover_syn_m,soledover,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Petrale sole ,eco_fish_solepetrale_syn_m,solepetrale,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Rex Sole,eco_fish_solerex_syn_m,solerex,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Rock sole ,eco_fish_solerock_phmasyn_m,solerock,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Green Sturgeon,eco_fish_sturgeon_ia_d,sturgeon,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Negligible
Longspine Thornyhead,eco_fish_thornyheadlongspine_syn_m,thornyheadlongspine,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Shortspine Thornyhead,eco_fish_thornyheadshortspine_syn_m,thornyheadshortspine,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Soft corals,eco_inverts_alcyonacea_model_d,alcyonacea,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Black corals,eco_inverts_antipatharia_model_d,antipatharia,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Corals,eco_inverts_coralhotspot_ccira,coral,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Corals,eco_inverts_coral_trawlsyn_d,coral,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Sea pens,eco_inverts_pennatulacea_model_d,pennatulacea,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Sea pens,eco_inverts_pennatulacea_trawlsyn_d,pennatulacea,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Hand or stony corals,eco_inverts_scleractinia_model_d,scleractinia,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Sunflower sea star,eco_inverts_seastarsunflower_records_d,seastarsunflower,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Higher Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,InvertTrapComCRAB,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,InvertTrapComPRAWN,hu_co_demersalfishing_inverttrapcom_d,Higher Potential
Demospongiae,eco_inverts_sponge_trawlsyn_d,sponge,SableTrapCom,hu_co_demersalfishing_sabletrapcom_d,Higher Potential
Northern fur seal,eco_mammals_furseal_ia_d,furseal,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutswinter_m,stellersealion,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Steller sea lion,eco_mammals_stellersealion_hauloutsyearround_m,stellersealion,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Steller sea lion,eco_mammals_stellersealion_rookeries_m,stellersealion,BottomTrawling,hu_co_demersalfishing_bottomtrawling_d,Potential
Estuaries,eco_areas_estuaries_polygons_d,estuaries,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Bottom Patches,eco_coarse_bottompatches_polygonssoft_d,bottompatches,Dredging,hu_ot_dredging_dredging_d,Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Eulachon,eco_fish_eulachon_summer_d,eulachon,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Pacific herring ,eco_fish_herring_ia_d,herring,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Pacific herring ,eco_fish_herring_spawn_d,herring,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Pacific Sand Lance,eco_fish_sandlance_syn_m,sandlance,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_ia_d,dungeness,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Dungeness crab ,eco_inverts_dungeness_records_d,dungeness,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Deepwater grooved tanner crab,eco_inverts_tannercrabdeep_sab_d,tannercrabdeep,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Eelgrass,eco_plants_eelgrass_biobands_d,eelgrass,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Eelgrass,eco_plants_eelgrass_polygons_d,eelgrass,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Eelgrass,eco_plants_eelgrass_prioritypolygons_d,eelgrass,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Surfgrass,eco_plants_surfgrass_biobands_d,surfgrass,Dredging,hu_ot_dredging_dredging_d,Higher Potential
Albatrosses,eco_birds_albatross_density_m,albatross,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Ancient Murrelet,eco_birds_ancientmurrelet_colonies_d,ancientmurrelet,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Black Oystercatcher,eco_birds_blackoystercatcher_nestingsites_d,blackoystercatcher,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Brandt's cormorant,eco_birds_brandtscormorant_colonies_d,brandtscormorant,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Cassin's Auklet,eco_birds_cassinsauklet_colonies_d,cassinsauklet,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Common Murre,eco_birds_commonmurre_colonies_d,commonmurre,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Double-crested cormorant,eco_birds_cormorant_density_m,cormorant,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Unspecified Cormorant  ,eco_birds_cormorant_densitywinter_m,cormorant,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Goose/Swan,eco_birds_gooseswan_density_m,gooseswan,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Goose/Swan,eco_birds_gooseswan_densitywinter_m,gooseswan,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Gulls,eco_birds_gull_density_m,gull,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Gulls,eco_birds_gull_densitywinter_m,gull,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Horned Puffin,eco_birds_hornedpuffin_colonies_d,hornedpuffin,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Loon/Grebe,eco_birds_loongrebe_density_d,loongrebe,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Loon/Grebe,eco_birds_loongrebe_densitywinter_d,loongrebe,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Marbled Murrelet,eco_birds_mamu_density_d,mamu,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Marbled Murrelet,eco_birds_mamu_densitywinter_d,mamu,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Murres/Large Alcids,eco_birds_murrelgalcid_density_d,murrelgalcid,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Murres/Large Alcids,eco_birds_murrelgalcid_densitywinter_d,murrelgalcid,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pelagic cormorant,eco_birds_pelagiccormorant_colonies_d,pelagiccormorant,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Storm Petrel,eco_birds_petrelphalarope_density_d,petrelphalarope,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_colonies_d,pigeonguillemot,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pigeon Guillemot,eco_birds_pigeonguillemot_density_m,pigeonguillemot,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Puffins,eco_birds_puffin_density_d,puffin,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rhinoceros Auklet,eco_birds_rhinocerosauklet_colonies_d,rhinocerosauklet,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitymoulting_d,seaduck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitystaging_d,seaduck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
"Sea duck, unspecified",eco_birds_seaduck_densitywinter_d,seaduck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
"Sea duck, unspecified",eco_birds_seaduck_keysites_d,seaduck,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Shearwaters and Fulmars,eco_birds_shearwaterfulmar_density_d,shearwaterfulmar,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Shorebird (sand),eco_birds_shorebirdsand_keysites_d,shorebirdsand,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Small Alcids,eco_birds_smallalcid_density_d,smallalcid,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Small Alcids,eco_birds_smallalcid_densitywinter_d,smallalcid,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Storm Petrel,eco_birds_stormpetrel_colonies_d,stormpetrel,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Thick-billed Murre,eco_birds_thickbilledmurre_colonies_d,thickbilledmurre,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Tufted Puffin,eco_birds_tuftedpuffin_colonies_d,tuftedpuffin,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Arrowtooth flounder,eco_fish_arrowtooth_phmasynsab_m,arrowtooth,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Spiny Dogfish,eco_fish_dogfish_phmasyn_m,dogfish,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Eulachon,eco_fish_eulachon_spawn_d,eulachon,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Eulachon,eco_fish_eulachon_summer_d,eulachon,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific hake ,eco_fish_hake_biomass_d,hake,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific Halibut ,eco_fish_halibut_phmasynsab_m,halibut,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific herring ,eco_fish_herring_ia_d,herring,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific herring ,eco_fish_herring_spawn_d,herring,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Lingcod,eco_fish_lingcod_ccira_d,lingcod,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Lingcod,eco_fish_lingcod_phmasynsab_m,lingcod,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific Cod ,eco_fish_pacificcod_phmasyn_m,pacificcod,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Pacific Ocean perch ,eco_fish_pacificoceanperch_syn_m,pacificoceanperch,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
walleye pollock,eco_fish_pollock_syn_m,pollock,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Bocaccio,eco_fish_rockfishbocaccio_ccira_d,rockfishbocaccio,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Bocaccio,eco_fish_rockfishbocaccio_phmasyn_m,rockfishbocaccio,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Canary Rockfish,eco_fish_rockfishcanary_ccira_d,rockfishcanary,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Canary Rockfish,eco_fish_rockfishcanary_phmasyn_m,rockfishcanary,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
China rockfish,eco_fish_rockfishchina_ccira_d,rockfishchina,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
China rockfish,eco_fish_rockfishchina_phma_m,rockfishchina,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Copper rockfish,eco_fish_rockfishcopper_phmasyn_m,rockfishcopper,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Darkblotched rockfish,eco_fish_rockfishdarkblotched_syn_m,rockfishdarkblotched,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Greenstriped rockfish,eco_fish_rockfishgreenstriped_phmasyn_m,rockfishgreenstriped,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Quillback Rockfish,eco_fish_rockfishquillback_ccira_d,rockfishquillback,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Quillback Rockfish,eco_fish_rockfishquillback_phmasyn_m,rockfishquillback,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Redstripe rockfish,eco_fish_rockfishredstripe_syn_m,rockfishredstripe,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_ccira_d,rockfishrosethorn,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rosethorn rockfish,eco_fish_rockfishrosethorn_phmasyn_m,rockfishrosethorn,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Rougheye/Blackspotted Rockfish,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,rockfishrougheyeblackspotted,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Shortraker rockfish,eco_fish_rockfishshortraker_phmasyn_m,rockfishshortraker,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_ccira_d,rockfishsilvergray,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Silvergray rockfish,eco_fish_rockfishsilvergray_phmasyn_m,rockfishsilvergray,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Tiger rockfish,eco_fish_rockfishtiger_ccira_d,rockfishtiger,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Tiger rockfish,eco_fish_rockfishtiger_phma_m,rockfishtiger,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Vermillion rockfish,eco_fish_rockfishvermilion_phma_m,rockfishvermilion,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Widow rockfish,eco_fish_rockfishwidow_syn_m,rockfishwidow,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
Yelloweye rockfish,eco_fish_rockfishyelloweye_ccira_d,rockfishyelloweye,FoodSocialCeremonial,hu_ih_indigenousharvest_foodsocialceremonial,Potential
